Area_Name,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
Greenhorn CDP,05/01/2020,2020,May,90,30,0.25
Green Valley CDP,05/01/2020,2020,May,700,0,0
Greenville CDP,05/01/2020,2020,May,280,130,0.324
Gridley city,05/01/2020,2020,May,2100,400,0.148
Grover Beach city,05/01/2020,2020,May,5500,1000,0.159
Guadalupe city,05/01/2020,2020,May,2800,300,0.109
Guerneville CDP,05/01/2020,2020,May,2100,300,0.138
Gustine city,05/01/2020,2020,May,2300,500,0.17
Hacienda Heights CDP,05/01/2020,2020,May,19400,4000,0.17
Half Moon Bay city,05/01/2020,2020,May,6400,600,0.088
Hamilton Branch CDP,05/01/2020,2020,May,150,60,0.276
Hamilton City CDP,05/01/2020,2020,May,760,120,0.141
Hanford city,05/01/2020,2020,May,21100,3700,0.15
Hawaiian Gardens city,05/01/2020,2020,May,4700,1300,0.217
Hawthorne city,05/01/2020,2020,May,32800,10400,0.241
Hayfork CDP,05/01/2020,2020,May,810,30,0.03
Hayward city,05/01/2020,2020,May,63900,12500,0.164
Healdsburg city,05/01/2020,2020,May,5000,700,0.119
Heber CDP,05/01/2020,2020,May,1400,500,0.285
Hemet city,05/01/2020,2020,May,24200,5600,0.188
Hercules city,05/01/2020,2020,May,11500,1800,0.138
Hermosa Beach city,05/01/2020,2020,May,9400,1200,0.109
Hesperia city,05/01/2020,2020,May,29500,5400,0.154
Hidden Hills city,05/01/2020,2020,May,500,100,0.175
Hidden Valley Lake CDP,05/01/2020,2020,May,2410,130,0.051
Highgrove CDP,05/01/2020,2020,May,2000,600,0.231
Highland city,05/01/2020,2020,May,20600,3500,0.146
Hillsborough town,05/01/2020,2020,May,4300,600,0.116
Hilmar Irwin CDP,05/01/2020,2020,May,2400,100,0.057
Hollister city,05/01/2020,2020,May,16600,3400,0.171
Holtville city,05/01/2020,2020,May,1800,800,0.299
Home Garden CDP,05/01/2020,2020,May,500,100,0.243
Home Gardens CDP,05/01/2020,2020,May,4400,700,0.138
Homeland CDP,05/01/2020,2020,May,2400,500,0.171
Hughson city,05/01/2020,2020,May,2800,400,0.126
Huntington Beach city,05/01/2020,2020,May,88800,15100,0.145
Huntington Park city,05/01/2020,2020,May,19400,4500,0.187
Huron city,05/01/2020,2020,May,2100,600,0.219
Hydesville CDP,05/01/2020,2020,May,400,0,0.016
Idyllwild Pine Cove CDP,05/01/2020,2020,May,1100,100,0.099
Imperial city,05/01/2020,2020,May,6000,2000,0.246
Imperial Beach city,05/01/2020,2020,May,9800,2400,0.194
Independence CDP,05/01/2020,2020,May,180,20,0.082
Indian Falls CDP,05/01/2020,2020,May,0,0,0
Indian Wells city,05/01/2020,2020,May,1500,200,0.135
Indio city,05/01/2020,2020,May,33600,8100,0.194
Industry city,05/01/2020,2020,May,100,0,0.229
Inglewood city,05/01/2020,2020,May,38200,12800,0.251
Interlaken CDP,05/01/2020,2020,May,2700,500,0.154
Inverness CDP,05/01/2020,2020,May,400,0,0.046
Inyokern CDP,05/01/2020,2020,May,200,0,0
Ione city,05/01/2020,2020,May,1710,290,0.147
Iron Horse CDP,05/01/2020,2020,May,40,0,0
Irvine city,05/01/2020,2020,May,120900,16100,0.118
Irwindale city,05/01/2020,2020,May,500,200,0.285
Isla Vista CDP,05/01/2020,2020,May,10000,3600,0.264
Isleton city,05/01/2020,2020,May,200,0,0.136
Ivanhoe CDP,05/01/2020,2020,May,1400,300,0.201
Jackson city,05/01/2020,2020,May,1750,260,0.129
Jamestown CDP,05/01/2020,2020,May,960,320,0.252
Johannesburg CDP,05/01/2020,2020,May,0,0,0
Johnsville CDP,05/01/2020,2020,May,0,0,0
Joshua Tree CDP,05/01/2020,2020,May,2000,500,0.215
Jurupa Valley city,05/01/2020,2020,May,40800,6200,0.132
Keddie CDP,05/01/2020,2020,May,10,20,0.676
Keeler CDP,05/01/2020,2020,May,0,0,0
Keene CDP,05/01/2020,2020,May,100,0,0.189
Kelseyville CDP,05/01/2020,2020,May,1120,130,0.106
Kennedy CDP,05/01/2020,2020,May,1100,400,0.252
Kensington CDP,05/01/2020,2020,May,2400,200,0.089
Kerman city,05/01/2020,2020,May,5800,900,0.134
Kernville CDP,05/01/2020,2020,May,400,0,0
Kettleman City CDP,05/01/2020,2020,May,500,100,0.22
Keyes CDP,05/01/2020,2020,May,2200,400,0.168
King City city,05/01/2020,2020,May,5000,500,0.096
Kings Beach CDP,05/01/2020,2020,May,1500,100,0.049
Kingsburg city,05/01/2020,2020,May,4900,600,0.11
Kirkwood CDP,05/01/2020,2020,May,60,10,0.113
Klamath CDP,05/01/2020,2020,May,180,50,0.206
Knightsen CDP,05/01/2020,2020,May,500,0,0.081
La Canada Flintridge city,05/01/2020,2020,May,7200,800,0.105
La Crescenta Montrose CDP,05/01/2020,2020,May,7400,1400,0.155
Ladera Heights CDP,05/01/2020,2020,May,2500,800,0.245
Lafayette city,05/01/2020,2020,May,10400,1000,0.085
Laguna Beach city,05/01/2020,2020,May,10300,1400,0.121
Laguna Hills city,05/01/2020,2020,May,13900,2000,0.126
Laguna Niguel city,05/01/2020,2020,May,29100,4300,0.129
Laguna Woods city,05/01/2020,2020,May,2600,300,0.101
La Habra city,05/01/2020,2020,May,25200,4500,0.15
La Habra Heights city,05/01/2020,2020,May,2000,400,0.175
Lake Almanor Country Club CDP,05/01/2020,2020,May,60,0,0
Lake Almanor Peninsula CDP,05/01/2020,2020,May,70,0,0
Lake Almanor West CDP,05/01/2020,2020,May,20,10,0.4
Lake Arrowhead CDP,05/01/2020,2020,May,3600,600,0.148
Lake Elsinore city,05/01/2020,2020,May,25500,5000,0.163
Lake Forest city,05/01/2020,2020,May,40300,5300,0.117
Lake Isabella CDP,05/01/2020,2020,May,900,300,0.241
Lakeland Village CDP,05/01/2020,2020,May,4700,1400,0.23
Lake Los Angeles CDP,05/01/2020,2020,May,2600,1300,0.343
Lake Nacimiento CDP,05/01/2020,2020,May,1000,100,0.111
Lake of the Pines CDP,05/01/2020,2020,May,1370,350,0.202
Lake of the Woods CDP,05/01/2020,2020,May,200,0,0.18
Lakeport city,05/01/2020,2020,May,1920,190,0.088
Lakeside CDP,05/01/2020,2020,May,8700,2100,0.193
Lakeview CDP,05/01/2020,2020,May,1000,200,0.17
Lake Wildwood CDP,05/01/2020,2020,May,1410,60,0.038
Lakewood city,05/01/2020,2020,May,31500,8200,0.206
La Mesa city,05/01/2020,2020,May,25300,4600,0.155
La Mirada city,05/01/2020,2020,May,17800,4400,0.199
Lamont CDP,05/01/2020,2020,May,5400,1100,0.167
Lanare CDP,05/01/2020,2020,May,100,0,0
Lancaster city,05/01/2020,2020,May,46600,12200,0.207
La Palma city,05/01/2020,2020,May,6300,1100,0.144
La Porte CDP,05/01/2020,2020,May,0,0,0
La Puente city,05/01/2020,2020,May,13900,3800,0.216
La Quinta city,05/01/2020,2020,May,15900,3400,0.179
La Riviera CDP,05/01/2020,2020,May,4900,700,0.125
Larkspur city,05/01/2020,2020,May,5700,500,0.083
Las Flores CDP,05/01/2020,2020,May,2500,100,0.051
Las Lomas CDP,05/01/2020,2020,May,1600,400,0.201
Lathrop city,05/01/2020,2020,May,8100,1200,0.126
Laton CDP,05/01/2020,2020,May,800,200,0.183
La Verne city,05/01/2020,2020,May,11800,2500,0.177
Lawndale city,05/01/2020,2020,May,12200,4000,0.249
Laytonville CDP,05/01/2020,2020,May,350,150,0.295
Lebec CDP,05/01/2020,2020,May,700,300,0.289
Le Grand CDP,05/01/2020,2020,May,700,200,0.21
Lemon Cove CDP,05/01/2020,2020,May,100,0,0.071
Lemon Grove city,05/01/2020,2020,May,10300,2300,0.185
Lemoore city,05/01/2020,2020,May,10400,1800,0.147
Lemoore Station CDP,05/01/2020,2020,May,1300,200,0.121
Lennox CDP,05/01/2020,2020,May,8000,2200,0.215
Lenwood CDP,05/01/2020,2020,May,1500,100,0.04
Lewiston CDP,05/01/2020,2020,May,380,40,0.105
Lincoln city,05/01/2020,2020,May,16100,2400,0.13
Lincoln Village CDP,05/01/2020,2020,May,1800,300,0.151
Linda CDP,05/01/2020,2020,May,5700,1500,0.206
Linden CDP,05/01/2020,2020,May,800,100,0.067
Lindsay city,05/01/2020,2020,May,4100,1300,0.245
Little Grass Valley CDP,05/01/2020,2020,May,0,0,0
Littlerock CDP,05/01/2020,2020,May,400,300,0.372
Live Oak CDP,05/01/2020,2020,May,7200,800,0.101
Live Oak city,05/01/2020,2020,May,3200,500,0.142
Livermore city,05/01/2020,2020,May,40000,5400,0.119
Livingston city,05/01/2020,2020,May,5700,500,0.086
Lockeford CDP,05/01/2020,2020,May,1300,300,0.18
Lodi city,05/01/2020,2020,May,24600,4200,0.145
Loma Linda city,05/01/2020,2020,May,9300,1000,0.094
Loma Rica CDP,05/01/2020,2020,May,1000,100,0.055
Lomita city,05/01/2020,2020,May,8200,1900,0.189
Lompoc city,05/01/2020,2020,May,14300,3200,0.183
London CDP,05/01/2020,2020,May,500,200,0.257
Lone Pine CDP,05/01/2020,2020,May,680,110,0.135
Long Beach city,05/01/2020,2020,May,174700,46500,0.21
Loomis town,05/01/2020,2020,May,2700,500,0.147
Los Alamitos city,05/01/2020,2020,May,4800,900,0.153
Los Alamos CDP,05/01/2020,2020,May,700,100,0.132
Los Altos city,05/01/2020,2020,May,12700,800,0.059
Los Angeles city,05/01/2020,2020,May,1517700,404500,0.21
Los Banos city,05/01/2020,2020,May,13600,3900,0.222
Los Gatos town,05/01/2020,2020,May,13800,1300,0.086
Los Molinos CDP,05/01/2020,2020,May,540,80,0.124
Lost Hills CDP,05/01/2020,2020,May,700,100,0.07
Lower Lake CDP,05/01/2020,2020,May,520,90,0.141
Loyalton city,05/01/2020,2020,May,350,50,0.129
Lucerne CDP,05/01/2020,2020,May,1000,100,0.088
Lynwood city,05/01/2020,2020,May,20700,5900,0.22
McCloud CDP,05/01/2020,2020,May,290,80,0.214
McFarland city,05/01/2020,2020,May,4400,1300,0.224
McKinleyville CDP,05/01/2020,2020,May,6500,600,0.09
McKittrick CDP,05/01/2020,2020,May,0,0,0
Madera city,05/01/2020,2020,May,23600,4000,0.146
Madera Acres CDP,05/01/2020,2020,May,4100,500,0.109
Magalia CDP,05/01/2020,2020,May,3900,400,0.099
Malibu city,05/01/2020,2020,May,4900,800,0.138
Mammoth Lakes town,05/01/2020,2020,May,3000,110,0.034
Manhattan Beach city,05/01/2020,2020,May,14700,1900,0.116
Manteca city,05/01/2020,2020,May,31400,6100,0.162
Manton CDP,05/01/2020,2020,May,90,10,0.114
March AFB CDP,05/01/2020,2020,May,200,0,0.051
Maricopa city,05/01/2020,2020,May,300,100,0.236
Marina city,05/01/2020,2020,May,9900,2300,0.19
Marina del Rey CDP,05/01/2020,2020,May,5200,800,0.135
Mariposa CDP,05/01/2020,2020,May,560,60,0.1
Markleeville CDP,05/01/2020,2020,May,50,0,0
Martinez city,05/01/2020,2020,May,17000,2400,0.125
Marysville city,05/01/2020,2020,May,4100,700,0.141
Mayflower Village CDP,05/01/2020,2020,May,2300,400,0.144
Maywood city,05/01/2020,2020,May,9100,2000,0.182
Meadow Valley CDP,05/01/2020,2020,May,120,90,0.438
Meadow Vista CDP,05/01/2020,2020,May,1500,100,0.083
Mecca CDP,05/01/2020,2020,May,2600,500,0.172
Meiners Oaks CDP,05/01/2020,2020,May,1600,200,0.101
Mendocino CDP,05/01/2020,2020,May,440,0,0
Mendota city,05/01/2020,2020,May,3700,1800,0.323
Menifee City,05/01/2020,2020,May,32800,6800,0.172
Menlo Park city,05/01/2020,2020,May,16700,1000,0.057
Mentone CDP,05/01/2020,2020,May,4400,600,0.123
Merced city,05/01/2020,2020,May,28400,5300,0.158
Mesa CDP,05/01/2020,2020,May,130,20,0.135
Mesa Vista CDP,05/01/2020,2020,May,60,50,0.459
Mettler CDP,05/01/2020,2020,May,100,0,0.333
Middletown CDP,05/01/2020,2020,May,260,60,0.195
Millbrae city,05/01/2020,2020,May,10700,1300,0.109
Mill Valley city,05/01/2020,2020,May,5900,400,0.07
Milpitas city,05/01/2020,2020,May,36800,5400,0.129
Mineral CDP,05/01/2020,2020,May,90,20,0.206
Mira Monte CDP,05/01/2020,2020,May,2900,600,0.16
Mission Canyon CDP,05/01/2020,2020,May,1300,100,0.038
Mission Hills CDP,05/01/2020,2020,May,1600,500,0.225
Mission Viejo city,05/01/2020,2020,May,40600,6300,0.134
Mi Wuk Village CDP,05/01/2020,2020,May,310,140,0.312
Modesto city,05/01/2020,2020,May,76400,15600,0.169
Mohawk Vista CDP,05/01/2020,2020,May,30,0,0
Mojave CDP,05/01/2020,2020,May,1200,700,0.361
Mokelumne Hill CDP,05/01/2020,2020,May,170,70,0.295
Mono Vista CDP,05/01/2020,2020,May,1400,40,0.025
Monrovia city,05/01/2020,2020,May,15400,3400,0.178
Montclair city,05/01/2020,2020,May,16100,2700,0.143
Montebello city,05/01/2020,2020,May,21100,6100,0.224
Montecito CDP,05/01/2020,2020,May,2600,600,0.186
Monterey city,05/01/2020,2020,May,12000,2500,0.172
Monterey Park city,05/01/2020,2020,May,21600,7900,0.267
Monte Rio CDP,05/01/2020,2020,May,500,300,0.41
Moorpark city,05/01/2020,2020,May,16300,2400,0.126
Morada CDP,05/01/2020,2020,May,1400,0,0
Moraga town,05/01/2020,2020,May,6500,600,0.089
Moreno Valley city,05/01/2020,2020,May,78700,14700,0.157
Morgan Hill city,05/01/2020,2020,May,20700,2800,0.12
Morongo Valley CDP,05/01/2020,2020,May,1300,200,0.13
Morro Bay city,05/01/2020,2020,May,4000,900,0.193
Moss Landing CDP,05/01/2020,2020,May,0,0,0
Mountain Mesa CDP,05/01/2020,2020,May,100,0,0.161
Mountain Ranch CDP,05/01/2020,2020,May,420,110,0.2
Mountain View CDP,05/01/2020,2020,May,1000,300,0.248
Mountain View city,05/01/2020,2020,May,45400,2900,0.059
Mountain View Acres CDP,05/01/2020,2020,May,1100,300,0.219
Mount Shasta city,05/01/2020,2020,May,1270,50,0.036
Murphys CDP,05/01/2020,2020,May,840,130,0.13
Murrieta city,05/01/2020,2020,May,46800,8800,0.158
Muscoy CDP,05/01/2020,2020,May,4000,1500,0.27
Napa city,05/01/2020,2020,May,35200,6500,0.156
National City city,05/01/2020,2020,May,20300,5100,0.2
Needles city,05/01/2020,2020,May,1500,200,0.1
Nevada City city,05/01/2020,2020,May,990,140,0.123
Newark city,05/01/2020,2020,May,20800,3200,0.133
Newman city,05/01/2020,2020,May,3700,1000,0.206
Newport Beach city,05/01/2020,2020,May,36900,4600,0.11
Nice CDP,05/01/2020,2020,May,740,80,0.1
Nipomo CDP,05/01/2020,2020,May,7200,1600,0.181
Norco city,05/01/2020,2020,May,9700,1400,0.128
North Auburn CDP,05/01/2020,2020,May,4800,600,0.104
North Edwards CDP,05/01/2020,2020,May,300,100,0.26
North El Monte CDP,05/01/2020,2020,May,1300,200,0.115
North Fair Oaks CDP,05/01/2020,2020,May,7000,600,0.083
North Highlands CDP,05/01/2020,2020,May,17400,2400,0.121
North Lakeport CDP,05/01/2020,2020,May,1150,80,0.062
Norwalk city,05/01/2020,2020,May,36900,10300,0.218
Novato city,05/01/2020,2020,May,24200,3100,0.113
Nuevo CDP,05/01/2020,2020,May,2600,500,0.153
Oakdale city,05/01/2020,2020,May,7600,1900,0.197
Oakhurst CDP,05/01/2020,2020,May,1400,200,0.142
Oakland city,05/01/2020,2020,May,175700,32500,0.156
Oakley city,05/01/2020,2020,May,16200,3100,0.159
Oak Park CDP,05/01/2020,2020,May,5700,1100,0.159
Oak View CDP,05/01/2020,2020,May,1900,300,0.142
Occidental CDP,05/01/2020,2020,May,300,0,0
Oceano CDP,05/01/2020,2020,May,2900,600,0.166
Oceanside city,05/01/2020,2020,May,68000,13400,0.165
Oildale CDP,05/01/2020,2020,May,11100,3800,0.253
Ojai city,05/01/2020,2020,May,3000,400,0.108
Olancha CDP,05/01/2020,2020,May,130,30,0.194
Olivehurst CDP,05/01/2020,2020,May,4200,1100,0.199
Ontario city,05/01/2020,2020,May,74100,12100,0.14
Onyx CDP,05/01/2020,2020,May,200,0,0
Orange city,05/01/2020,2020,May,59000,9100,0.134
Orange Cove city,05/01/2020,2020,May,3000,900,0.228
Orangevale CDP,05/01/2020,2020,May,14600,1700,0.103
Orcutt CDP,05/01/2020,2020,May,12600,2000,0.139
Orinda city,05/01/2020,2020,May,7500,700,0.083
Orland city,05/01/2020,2020,May,2720,440,0.14
Oroville city,05/01/2020,2020,May,4800,800,0.138
Oroville East CDP,05/01/2020,2020,May,2400,300,0.104
Oxnard city,05/01/2020,2020,May,82500,13600,0.141
Pacheco CDP,05/01/2020,2020,May,2000,600,0.223
Pacifica city,05/01/2020,2020,May,20300,2800,0.12
Pacific Grove city,05/01/2020,2020,May,6300,1000,0.138
Pajaro CDP,05/01/2020,2020,May,1200,1100,0.485
Palermo CDP,05/01/2020,2020,May,1500,500,0.242
Palmdale city,05/01/2020,2020,May,46300,13200,0.222
Palm Desert city,05/01/2020,2020,May,20600,4800,0.191
Palm Springs city,05/01/2020,2020,May,19100,4300,0.183
Palo Alto city,05/01/2020,2020,May,30700,1700,0.053
Palos Verdes Estates city,05/01/2020,2020,May,4200,500,0.11
Paradise town,05/01/2020,2020,May,8700,300,0.038
Paramount city,05/01/2020,2020,May,18000,4900,0.213
Parksdale CDP,05/01/2020,2020,May,1000,200,0.155
Parkwood CDP,05/01/2020,2020,May,700,200,0.198
Parlier city,05/01/2020,2020,May,5800,1200,0.167
Pasadena city,05/01/2020,2020,May,58200,12000,0.17
Patterson city,05/01/2020,2020,May,8100,1400,0.15
Paxton CDP,05/01/2020,2020,May,0,0,0
Penn Valley CDP,05/01/2020,2020,May,350,100,0.221
Perris city,05/01/2020,2020,May,25500,5400,0.175
Petaluma city,05/01/2020,2020,May,28300,3900,0.121
Pico Rivera city,05/01/2020,2020,May,22100,5900,0.211
Piedmont city,05/01/2020,2020,May,4300,400,0.084
Pine Mountain Club CDP,05/01/2020,2020,May,600,100,0.129
Pinole city,05/01/2020,2020,May,8200,1300,0.136
Piru CDP,05/01/2020,2020,May,700,200,0.205
Pismo Beach city,05/01/2020,2020,May,3700,300,0.075
Pittsburg city,05/01/2020,2020,May,28000,5800,0.171
Pixley CDP,05/01/2020,2020,May,900,400,0.316
Placentia city,05/01/2020,2020,May,21100,3600,0.145
Placerville city,05/01/2020,2020,May,4300,600,0.119
Planada CDP,05/01/2020,2020,May,1600,400,0.201
Pleasant Hill city,05/01/2020,2020,May,14900,2100,0.122
Pleasanton city,05/01/2020,2020,May,34000,3700,0.097
Plumas Eureka CDP,05/01/2020,2020,May,90,20,0.204
Plymouth city,05/01/2020,2020,May,380,50,0.121
Point Arena city,05/01/2020,2020,May,180,20,0.105
Point Reyes Station CDP,05/01/2020,2020,May,100,0,0
Pollock Pines CDP,05/01/2020,2020,May,2600,400,0.148
Pomona city,05/01/2020,2020,May,49600,12600,0.203
Poplar Cotton Center CDP,05/01/2020,2020,May,800,700,0.479
Port Costa CDP,05/01/2020,2020,May,100,0,0
Porterville city,05/01/2020,2020,May,19400,5100,0.208
Port Hueneme city,05/01/2020,2020,May,8400,1300,0.135
Portola city,05/01/2020,2020,May,540,30,0.051
Poway city,05/01/2020,2020,May,21400,2600,0.108
Prattville CDP,05/01/2020,2020,May,0,0,0
Prunedale CDP,05/01/2020,2020,May,8600,1900,0.184
Quartz Hill CDP,05/01/2020,2020,May,3100,800,0.21
Quincy CDP,05/01/2020,2020,May,630,60,0.082
Raisin City CDP,05/01/2020,2020,May,100,0,0.169
Ramona CDP,05/01/2020,2020,May,8700,1300,0.132
Rancho Calaveras CDP,05/01/2020,2020,May,2990,360,0.107
Rancho Cordova City,05/01/2020,2020,May,29600,4800,0.14
Rancho Cucamonga city,05/01/2020,2020,May,81100,11800,0.127
Rancho Mirage city,05/01/2020,2020,May,5300,800,0.124
Rancho Murieta CDP,05/01/2020,2020,May,2100,200,0.068
Rancho Palos Verdes city,05/01/2020,2020,May,14500,2300,0.134
Rancho Santa Margarita city,05/01/2020,2020,May,22700,3200,0.124
Rancho Tehama Reserve CDP,05/01/2020,2020,May,620,150,0.196
Randsburg CDP,05/01/2020,2020,May,0,0,0
Red Bluff city,05/01/2020,2020,May,4460,730,0.14
Redding city,05/01/2020,2020,May,33200,5100,0.133
Redlands city,05/01/2020,2020,May,30000,3900,0.115
Redondo Beach city,05/01/2020,2020,May,30600,6100,0.167
Redway CDP,05/01/2020,2020,May,600,100,0.129
Redwood City city,05/01/2020,2020,May,42800,3800,0.082
Reedley city,05/01/2020,2020,May,9800,2600,0.21
Rialto city,05/01/2020,2020,May,37000,6600,0.151
Richgrove CDP,05/01/2020,2020,May,700,800,0.529
Richmond city,05/01/2020,2020,May,43200,8600,0.166
Ridgecrest city,05/01/2020,2020,May,11200,800,0.068
Ridgemark CDP,05/01/2020,2020,May,1300,100,0.095
Rio Dell city,05/01/2020,2020,May,1200,200,0.161
Rio del Mar CDP,05/01/2020,2020,May,3900,500,0.107
Rio Linda CDP,05/01/2020,2020,May,5700,700,0.114
Rio Vista city,05/01/2020,2020,May,2400,500,0.176
Ripon city,05/01/2020,2020,May,6200,700,0.1
Riverbank city,05/01/2020,2020,May,9700,1500,0.132
Riverdale CDP,05/01/2020,2020,May,1200,100,0.071
Riverside city,05/01/2020,2020,May,128900,20200,0.136
Rocklin city,05/01/2020,2020,May,28200,4000,0.124
Rodeo CDP,05/01/2020,2020,May,4000,700,0.156
Rohnert Park city,05/01/2020,2020,May,19800,3500,0.15
Rolling Hills city,05/01/2020,2020,May,400,100,0.191
Rolling Hills Estates city,05/01/2020,2020,May,2600,500,0.162
Rollingwood CDP,05/01/2020,2020,May,1100,300,0.185
Romoland CDP,05/01/2020,2020,May,800,100,0.155
Rosamond CDP,05/01/2020,2020,May,6600,1800,0.212
Rosedale CDP,05/01/2020,2020,May,6200,800,0.111
Rosemead city,05/01/2020,2020,May,18600,7700,0.294
Rosemont CDP,05/01/2020,2020,May,10300,1700,0.143
Roseville city,05/01/2020,2020,May,58400,8600,0.129
Rossmoor CDP,05/01/2020,2020,May,4400,600,0.125
Round Valley CDP,05/01/2020,2020,May,190,0,0
Rowland Heights CDP,05/01/2020,2020,May,18600,3400,0.156
Running Springs CDP,05/01/2020,2020,May,1600,400,0.188
Sacramento city,05/01/2020,2020,May,198300,33500,0.145
St. Helena city,05/01/2020,2020,May,2500,200,0.072
Salida CDP,05/01/2020,2020,May,5800,1000,0.148
Salinas city,05/01/2020,2020,May,59500,12900,0.178
San Andreas CDP,05/01/2020,2020,May,970,50,0.053
San Anselmo town,05/01/2020,2020,May,6000,1000,0.143
San Antonio Heights CDP,05/01/2020,2020,May,1400,100,0.038
San Ardo CDP,05/01/2020,2020,May,200,0,0.046
San Bernardino city,05/01/2020,2020,May,69600,13400,0.161
San Bruno city,05/01/2020,2020,May,22500,3500,0.135
San Buenaventura (Ventura) city,05/01/2020,2020,May,46800,7700,0.141
San Carlos city,05/01/2020,2020,May,14900,1200,0.075
San Clemente city,05/01/2020,2020,May,26000,4100,0.135
Sand City city,05/01/2020,2020,May,100,0,0.113
San Diego city,05/01/2020,2020,May,596600,104300,0.149
San Dimas city,05/01/2020,2020,May,13200,2800,0.176
San Fernando city,05/01/2020,2020,May,8700,2100,0.198
